lobbyistName	lobbyistLastName	lobbyistFirstName	lobbystFirmName	lobbyistZip	primaryLobbyistID	annualLobbyistRegistrationId	clientName	clientZip	businessType	industryTradeType	incomeAmount	dateIncomeReceived	reportMonth	reportDueDate	fiscalYear	runDate
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sysco Corporation	77077	Business Entity	Food Services	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	The Phoenix	80205	Organization	Healthcare/Medical	0	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Alorica Inc.	92617	Industry	General Business	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Behavioral Health Group	75244	Industry	Healthcare/Medical	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cengage Learning, Inc.	02210	Business Entity	Education	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Colorado Business Roundtable	80111	Professional Association	General Business	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CommuniCare Technology, Inc.	97008	Organization	Science/Technology	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cornerstone Government Affairs	20024	Organization	Consultant	4,500	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CRH Americas	30338	Industry	Construction/Engineering	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Edera	20006	Business Entity	Consultant	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Intoxalock	50325	Industry	Science/Technology	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Lada Cube	80515	Business Entity	Manufacturing	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Lada Cube	80515	Business Entity	Manufacturing	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Land O'Lakes, Inc.	55126	Business Entity	Agriculture	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Motor Vehicle Software Corporation (Vitu)	91301	Organization	Transportation	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	QuikTrip Corporation	74134	Industry	Merchandise/Retail	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sheet Metal and Air Conditioning Contractors' National Association Colorado Chapter	80204	Professional Association	Trade Association	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Spectra Centers	80020	Organization	Healthcare/Medical	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sysco Corporation	77077	Business Entity	Food Services	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	The Phoenix	80205	Organization	Healthcare/Medical	0	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Alorica Inc.	92617	Industry	General Business	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Behavioral Health Group	75244	Industry	Healthcare/Medical	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cengage Learning, Inc.	02210	Business Entity	Education	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Colorado Business Roundtable	80111	Professional Association	General Business	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CommuniCare Technology, Inc.	97008	Organization	Science/Technology	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cornerstone Government Affairs	20024	Organization	Consultant	4,500	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CRH Americas	30338	Industry	Construction/Engineering	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Edera	20006	Business Entity	Consultant	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Heliogen Holdings, Inc.	91103	Industry	Energy	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Intoxalock	50325	Industry	Science/Technology	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Lada Cube	80515	Business Entity	Manufacturing	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Land O'Lakes, Inc.	55126	Business Entity	Agriculture	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Motor Vehicle Software Corporation (Vitu)	91301	Organization	Transportation	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	QuikTrip Corporation	74134	Industry	Merchandise/Retail	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sheet Metal and Air Conditioning Contractors' National Association Colorado Chapter	80204	Professional Association	Trade Association	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Spectra Centers	80020	Organization	Healthcare/Medical	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	The Phoenix	80205	Organization	Healthcare/Medical	0	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Alorica Inc.	92617	Industry	General Business	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Behavioral Health Group	75244	Industry	Healthcare/Medical	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cengage Learning, Inc.	02210	Business Entity	Education	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Colorado Business Roundtable	80111	Professional Association	General Business	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CommuniCare Technology, Inc.	97008	Organization	Science/Technology	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cornerstone Government Affairs	20024	Organization	Consultant	4,500	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CRH Americas	30338	Industry	Construction/Engineering	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Edera	20006	Business Entity	Consultant	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Heliogen Holdings, Inc.	91103	Industry	Energy	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Intoxalock	50325	Industry	Science/Technology	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Lada Cube	80515	Business Entity	Manufacturing	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Land O'Lakes, Inc.	55126	Business Entity	Agriculture	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Motor Vehicle Software Corporation (Vitu)	91301	Organization	Transportation	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	QuikTrip Corporation	74134	Industry	Merchandise/Retail	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sheet Metal and Air Conditioning Contractors' National Association Colorado Chapter	80204	Professional Association	Trade Association	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sysco Corporation	77077	Business Entity	Food Services	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	The Phoenix	80205	Organization	Healthcare/Medical	0	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Alorica Inc.	92617	Industry	General Business	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Behavioral Health Group	75244	Industry	Healthcare/Medical	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cengage Learning, Inc.	02210	Business Entity	Education	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Colorado Business Roundtable	80111	Professional Association	General Business	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CommuniCare Technology, Inc.	97008	Organization	Science/Technology	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cornerstone Government Affairs	20024	Organization	Consultant	4,500	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CRH Americas	30338	Industry	Construction/Engineering	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Heliogen Holdings, Inc.	91103	Industry	Energy	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Intoxalock	50325	Industry	Science/Technology	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Land O'Lakes, Inc.	55126	Business Entity	Agriculture	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Motor Vehicle Software Corporation (Vitu)	91301	Organization	Transportation	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	QuikTrip Corporation	74134	Industry	Merchandise/Retail	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sheet Metal and Air Conditioning Contractors' National Association Colorado Chapter	80204	Professional Association	Trade Association	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sysco Corporation	77077	Business Entity	Food Services	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	The Phoenix	80205	Organization	Healthcare/Medical	0	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Alorica Inc.	92617	Industry	General Business	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Behavioral Health Group	75244	Industry	Healthcare/Medical	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cengage Learning, Inc.	02210	Business Entity	Education	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Colorado Business Roundtable	80111	Professional Association	General Business	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CommuniCare Technology, Inc.	97008	Organization	Science/Technology	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cornerstone Government Affairs	20024	Organization	Consultant	4,500	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CRH Americas	30338	Industry	Construction/Engineering	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Heliogen Holdings, Inc.	91103	Industry	Energy	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Intoxalock	50325	Industry	Science/Technology	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Land O'Lakes, Inc.	55126	Business Entity	Agriculture	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Motor Vehicle Software Corporation (Vitu)	91301	Organization	Transportation	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	QuikTrip Corporation	74134	Industry	Merchandise/Retail	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sheet Metal and Air Conditioning Contractors' National Association Colorado Chapter	80204	Professional Association	Trade Association	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sysco Corporation	77077	Business Entity	Food Services	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	The Phoenix	80205	Organization	Healthcare/Medical	0	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Behavioral Health Group	75244	Industry	Healthcare/Medical	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cengage Learning, Inc.	02210	Business Entity	Education	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Colorado Business Roundtable	80111	Professional Association	General Business	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CommuniCare Technology, Inc.	97008	Organization	Science/Technology	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Cornerstone Government Affairs	20024	Organization	Consultant	4,500	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	CRH Americas	30338	Industry	Construction/Engineering	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Heliogen Holdings, Inc.	91103	Industry	Energy	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Intoxalock	50325	Industry	Science/Technology	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Land O'Lakes, Inc.	55126	Business Entity	Agriculture	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Motor Vehicle Software Corporation (Vitu)	91301	Organization	Transportation	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sheet Metal and Air Conditioning Contractors' National Association Colorado Chapter	80204	Professional Association	Trade Association	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	Sysco Corporation	77077	Business Entity	Food Services	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Lasseur, Lucy (Cornerstone Government Affairs)	Lasseur	Lucy	Cornerstone Government Affairs	80264	20225082304	20235077326	The Phoenix	80205	Organization	Healthcare/Medical	0	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Laws, Summer	Laws	Summer		80306	20185000715	20235077282	Boulder County	80306	Government	Local Government	8,250	02/29/2024	February 	03/15/2024	2023-2024	02/28/2024
Laws, Summer	Laws	Summer		80306	20185000715	20235077282	Boulder County	80306	Government	Local Government	8,250	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Laws, Summer	Laws	Summer		80306	20185000715	20235077282	Boulder County	80306	Government	Local Government	3,850	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Laws, Summer	Laws	Summer		80306	20185000715	20235077282	Boulder County	80306	Government	Local Government	3,850	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Laws, Summer	Laws	Summer		80306	20185000715	20235077282	Boulder County	80306	Government	Local Government	3,850	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Laws, Summer	Laws	Summer		80306	20185000715	20235077282	Boulder County	80306	Government	Local Government	3,850	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Laws, Summer	Laws	Summer		80306	20185000715	20235077282	Boulder County	80306	Government	Local Government	3,850	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Laws, Summer	Laws	Summer		80306	20185000715	20235077282	Boulder County	80306	Government	Local Government	3,800	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
LAYTON, MELANIE M. (Colorado Legislative Strategies)	LAYTON	MELANIE	Colorado Legislative Strategies	80203	20025002192	20235075982	COLORADO LEGISLATIVE STRATEGIES	80203	Business Entity	Lobbying Firm	25,500	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
LAYTON, MELANIE M. (Colorado Legislative Strategies)	LAYTON	MELANIE	Colorado Legislative Strategies	80203	20025002192	20235075982	COLORADO LEGISLATIVE STRATEGIES	80203	Business Entity	Lobbying Firm	25,500	12/29/2023	December 	01/16/2024	2023-2024	02/28/2024
LAYTON, MELANIE M. (Colorado Legislative Strategies)	LAYTON	MELANIE	Colorado Legislative Strategies	80203	20025002192	20235075982	COLORADO LEGISLATIVE STRATEGIES	80203	Business Entity	Lobbying Firm	25,500	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
LAYTON, MELANIE M. (Colorado Legislative Strategies)	LAYTON	MELANIE	Colorado Legislative Strategies	80203	20025002192	20235075982	COLORADO LEGISLATIVE STRATEGIES	80203	Business Entity	Lobbying Firm	25,500	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
LAYTON, MELANIE M. (Colorado Legislative Strategies)	LAYTON	MELANIE	Colorado Legislative Strategies	80203	20025002192	20235075982	COLORADO LEGISLATIVE STRATEGIES	80203	Business Entity	Lobbying Firm	25,500	09/29/2023	September	10/16/2023	2023-2024	02/28/2024
LAYTON, MELANIE M. (Colorado Legislative Strategies)	LAYTON	MELANIE	Colorado Legislative Strategies	80203	20025002192	20235075982	COLORADO LEGISLATIVE STRATEGIES	80203	Business Entity	Lobbying Firm	25,500	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
LAYTON, MELANIE M. (Colorado Legislative Strategies)	LAYTON	MELANIE	Colorado Legislative Strategies	80203	20025002192	20235075982	COLORADO LEGISLATIVE STRATEGIES	80203	Business Entity	Lobbying Firm	25,500	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
Leathwood, Heidi	Leathwood	Heidi		80222	20235067239	20235078876	350 Colorado	80306	Organization	environmental advocacy group	38	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Leathwood, Heidi	Leathwood	Heidi		80222	20235067239	20235078876	350 Colorado	80306	Organization	environmental advocacy group	250	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Leathwood, Heidi	Leathwood	Heidi		80222	20235067239	20235078876	350 Colorado	80306	Organization	environmental advocacy group	150	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Leathwood, Heidi	Leathwood	Heidi		80222	20235067239	20235078876	350 Colorado	80306	Organization	environmental advocacy group	25	09/28/2023	September	10/16/2023	2023-2024	02/28/2024
Lee, Caitlin	Lee	Caitlin		46204	20235064369	20235078892	EdChoice	46204	Organization	Education	192	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Lee, Caitlin	Lee	Caitlin		46204	20235064369	20235078892	EdChoice	46204	Organization	Education	38	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
